Venue,Venue Latitude,Venue Longitude,Venue Category,Health System,geom,Address,Postcode,Borough,CVE GEO,Neighbourhood
Dental Blue,20.6339606128061,-100.461393334386,Dentist's Office,Private,"20.6339606128061,-100.461393334386","Avenida de La Luz, Cosmos Satélite, Delegación Félix Osores, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76115, México",76115,Queretaro,2201400011246,"El Garambullo, Parque Santiago"
Rio De Luz,20.6392151906147,-100.46597628044700,Medical Center,Private,"20.6392151906147,-100.46597628044701","Calle Choles, Eucaliptos, Delegación Félix Osores, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76116, México",76116,Queretaro,2201400012776,"Ampliación Patria Nueva, Chula Vista I, Che Guevara (Axayacatl), Loma IX, 25 de Diciembre, Geo Villas, Josefa Ortiz de Domínguez IV, Tenochtitlán II, Víctor Iturbe, Rinconada de las Fuentes, Misión de Carrillo II, Chula Vista II, Patria Nueva, Loma Real, Eucaliptos, Lomas de San Ángel, Las Camelinas, Jardines de Azucenas, Prados del Rincón 2a. Sección, La Floresta, Misión de Carrillo, Tenochtitlán, Ciudad del Sol, Los Encinos, Sierra Colorada, Benito Juárez, Cerrito Colorado, Ciudad del Sol Sección Valle de Santiago, Real de la Loma, Puerta Navarra, Ex-Hacienda Santana, Villas de Guadalupe, Teotihuacan, La Loma, Cerrito Colorado 2a Secc, Querena, Claustros de la Loma, Geo Plazas, Vistas del Valle, Rocio Sanz, Bugambilias Residencial, La Peña, Las Azucenas, Puerta del Sol, La Cordillera, Colinas del Poniente"
Centro Neurológico Querétaro,20.6288789956868,-100.425858145804,Medical Center,Private,"20.6288789956868,-100.425858145804","Avenida 5 de Febrero, Obrera, Delegación Félix Osores, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76120, México",76120,Queretaro,2201400010125,"Benito Juárez, Santiago"
Nutrióloga,20.636468924644800,-100.434741881123,Doctor's Office,Private,"20.636468924644802,-100.434741881123","ITP Ingeniería y Fabricación, 6D, Acceso 4, Josefa Ortíz de Dominguez, Delegación Félix Osores, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76120, México",76120,Queretaro,2201400010125,"Benito Juárez, Santiago"
Clínica Issste Sombrerete,20.64192,-100.4308154,Doctor's Office,Public,"20.64192,-100.4308154","Avenida 5 de Febrero, Obrera, Delegación Félix Osores, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76120, México",76120,Queretaro,2201400010125,"Benito Juárez, Santiago"
Clínica 15 IMSS,20.6236304341865,-100.41166463039000,Hospital,Public,"20.6236304341865,-100.41166463038999","IMSS #15, Calle Playa Condesa, Residencial Bellavista, Palmas II, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 46121, México",76125,Queretaro,2201400011157,"San Pablo II FOVISSSTE, Desarrollo San Pablo, San Pablo I FOVISSSTE, Rivera y Tamayo, Punta San Carlos, Latinoamericana, Misión Bucareli Sur, José María Bustamante, Margaritas, Proyección 2000, Desarrollo San Ángel, San Pablo, Valle de San Pablo, La Condesa, Balcones de San Pablo, Jardines de Alborada, Sergio Villaseñor, Lomas de San Pablo, Cipreses, Los Robles, Bellavista, Terrazas de San Pablo, Desarrollo San Pablo I, Desarrollo San Pablo II, San Pablo I, San Pablo II, Nuevo Horizonte"
PODOLOGO SAN ANGEL,20.621411761306400,-100.41068263322,Medical Center,Private,"20.621411761306398,-100.41068263322","La Canasta, Avenida Playa Roqueta, Residencial Bellavista, Palmas II, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 73130, México",76125,Queretaro,2201400010816,"San Pablo II FOVISSSTE, Desarrollo San Pablo, San Pablo I FOVISSSTE, Rivera y Tamayo, Punta San Carlos, Latinoamericana, Misión Bucareli Sur, José María Bustamante, Margaritas, Proyección 2000, Desarrollo San Ángel, San Pablo, Valle de San Pablo, La Condesa, Balcones de San Pablo, Jardines de Alborada, Sergio Villaseñor, Lomas de San Pablo, Cipreses, Los Robles, Bellavista, Terrazas de San Pablo, Desarrollo San Pablo I, Desarrollo San Pablo II, San Pablo I, San Pablo II, Nuevo Horizonte"
Laboratorio Chopo,20.6222502608543,-100.41864315129700,Medical Lab,Private,"20.6222502608543,-100.41864315129699","Calle Cerro del Chiquihuite, San Pablo IV, Palmas II, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 46121, México",76130,Queretaro,2201400012136,"Industrial, Obrera"
Ópticas Devlyn,20.6179033146657,-100.405465608825,Doctor's Office,Private,"20.6179033146657,-100.405465608825","Boulevard Bernardo Quintana, Residencial Bellavista, Palmas II, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76130, México",76130,Queretaro,2201400011227,"Industrial, Obrera"
Consultorio 1002 Dr. Castro,20.617348,-100.40713,Doctor's Office,Private,"20.617348,-100.40713","Star Médica, Boulevard Bernardo Quintana, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76130, México",76130,Queretaro,2201400011227,"Industrial, Obrera"
Paulina Novelo Nutriologa,20.617302,-100.407098,Nutritionist,Private,"20.617302,-100.407098","Star Médica, Boulevard Bernardo Quintana, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76130, México",76130,Queretaro,2201400011227,"Industrial, Obrera"
Centro De Salud San Pablo,20.6132817039844,-100.414425667285,Hospital,Public,"20.6132817039844,-100.414425667285","Privada Real, San Pablo, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 73130, México",76130,Queretaro,2201400011674,"Industrial, Obrera"
Star Médica,20.617823655456600,-100.40722708413800,Hospital,Private,"20.617823655456604,-100.40722708413799","Star Médica, Boulevard Bernardo Quintana, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76130, México",76130,Queretaro,2201400011227,"Industrial, Obrera"
Consultorio 1010-2 Dr. Kaleb Encorrada - Ginecología,20.617666488802000,-100.40727102252,Doctor's Office,Private,"20.617666488801998,-100.40727102252","Star Médica, Boulevard Bernardo Quintana, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76130, México",76130,Queretaro,2201400011227,"Industrial, Obrera"
CMJ Centro Médico Jurica,20.6541036883354,-100.434004442633,Medical Center,Private,"20.6541036883354,-100.434004442633","Privada de los Industriales, Delegación Félix Osores, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76127, México",76127,Queretaro,2201400013613,"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac"
Dharma,20.662131,-100.434554,Physical Therapist,Private,"20.662131,-100.434554","Delegación Félix Osores, Querétaro, Municipio de Querétaro, Querétaro, 76127, México",76127,Queretaro,2201400013613,"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac"
Odontología Infantil,20.653602728213600,-100.43332613192700,Dentist's Office,Private,"20.653602728213603,-100.43332613192699","Privada de los Industriales, Delegación Félix Osores, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76127, México",76127,Queretaro,2201400013613,"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac"
Dentista Dra. Maria Jimenez Diaz,20.595987,-100.430858,Dentist's Office,Private,"20.595987,-100.430858","Miscelánea Soto, Calle San Germán, Las Teresas, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México",76134,Queretaro,2201400012969,"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo"
Dra. Xochilt,20.604433,-100.438866,Medical Center,Private,"20.604433,-100.438866","Calle Vía Láctea, Santa Mónica, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México",76134,Queretaro,2201400011763,"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo"
Centro De Salud Santa Maria Magdalena,20.600593,-100.448038,Doctor's Office,Public,"20.600593,-100.448038","Calle Epigmenio González, La Aurora, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México",76134,Queretaro,2201401071462,"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo"
Interlab,20.6033404,-100.4428076,Medical Lab,Private,"20.6033404,-100.4428076","Calle Urbanización, Santa Mónica, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México",76134,Queretaro,2201400011763,"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo"
Odontologia Integral Diseñando Sonrisas,20.603958129882800,-100.445518493652,Dentist's Office,Private,"20.603958129882802,-100.445518493652","Calle El Tintero, Rancho Bellavista, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México",76134,Queretaro,2201400014236,"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo"
Consultorio Dental Dra. Guadalupe Sierra,20.605128144687,-100.44218315812800,Dentist's Office,Private,"20.605128144687,-100.44218315812799","Calle Santa Inés, Santa Mónica, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México",76134,Queretaro, 220140001173A,"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo"
Unidad de Medicina Familiar #9,20.6044656294522,-100.428497096286,Hospital,Public,"20.6044656294522,-100.428497096286","Calle Guadalupe Victoria, Carrillo, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México",76134,Queretaro,220140001294A,"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo"
Hospital Infantil Teleton de Oncología,20.622502384418900,-100.384779911256,Hospital,Public,"20.622502384418897,-100.384779911256","Hospital Oncológico Teletón, Anillo Vial Junípero Serra, Hércules, Delegación Cayetano Rubio, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76140, México",76140,Queretaro,220140001344A,"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque"
HITO,20.6227278676681,-100.384715689673,Hospital,Private,"20.6227278676681,-100.384715689673","Hospital Oncológico Teletón, Anillo Vial Junípero Serra, Hércules, Delegación Cayetano Rubio, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76140, México",76140,Queretaro, 220140001344A,"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque"
Clinica Omnilaser,20.6167258746824,-100.390995562158,Doctor's Office,Private,"20.6167258746824,-100.390995562158","Plaza Centrum, 113, Boulevard Bernardo Quintana, Villas del Parque, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76140, México",76140,Queretaro,2201400010816,"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque"
Orthodontic Centers Of America Boulevares,20.6142782972205,-100.38866157139,Dentist's Office,Private,"20.6142782972205,-100.38866157139","Plaza Boulevares, Lateral Bernardo Quintana, Plaza Boulevares, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76140, México",76140,Queretaro,2201400012244,"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque"
BIMODI Biología Molecular Diagnóstica,20.619336244761700,-100.389404985527,Medical Lab,Private,"20.619336244761698,-100.389404985527","1082, Avenida Corregidora, Villas del Parque, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76140, México",76140,Queretaro,2201400010229,"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque"
Smile On!,20.618822061561600,-100.390239357948,Dentist's Office,Private,"20.618822061561602,-100.390239357948","943, Avenida Corregidora, Villas del Parque, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76140, México",76140,Queretaro,2201400010816,"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque"
Instituto SADE,20.616742864525900,-100.391984684785,Chiropractor,Private,"20.616742864525897,-100.391984684785","Plaza Centrum, 113, Boulevard Bernardo Quintana, Villas del Parque, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76140, México",76140,Queretaro,2201400010816,"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque"
Havitia,20.6211259514983,-100.391538558516,Chiropractor,Private,"20.6211259514983,-100.391538558516","129, Paseo Constitución, Constituyentes, Delegación Epigmenio González, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76147, México",76147,Queretaro,2201400010816,"San Ángel, 12 de Diciembre, Enrique Burgos (La Rinconada), Monarca, Lic. Alfredo Estrada Romero, La Ladera (Menchaca III), Vistana, Rancho Menchaca, Los Arroyitos, Palmas de San José, El Arcángel (La Guayina), Oasis, Generación 2000, Nuevo Menchaca, Colinas de Menchaca 2a Sección, Lomas de San José, Fray Junípero Serra, La Ladera, Los Huertos, Jardines de San José 1a. y 2a. Sección, Ignacio Pérez, Villas de San José, Lomas de Menchaca, Rinconada las Joyas, Antorchista, Jardines de San José 3a. Sección, Pedregal de San José, Epigmenio González (El Oasis), La Tinaja, Valles de San José, Jardines de San José, Privalia Ambienta, Ejido Menchaca (Los Pinos), Las Fuentes, Menchaca I, Cuauhtémoc, Victoria Popular, Rancho Menchaca (Ex-Hacienda Menchaca), Menchaca II, Menchaca III, San José el Alto, Colinas de Menchaca, Constituyentes, Buenos Aires, Cinco Halcones, Independencia, Diana Laura Rojas, Nueva Creación, Real de España, Santa Fe, San Felipe, Libertadores de América, Renacimiento, Ignacio Zaragoza, Mujeres Independientes"
Aquaskin,20.632473,-100.354853,Doctor's Office,Private,"20.632473,-100.354853","Paseo Querétaro, Anillo Vial Junípero Serra, Hércules, Delegación Cayetano Rubio, Santiago de Querétaro, El Marqués, Querétaro, 76147, México",76147,Queretaro,2201400012954,"San Ángel, 12 de Diciembre, Enrique Burgos (La Rinconada), Monarca, Lic. Alfredo Estrada Romero, La Ladera (Menchaca III), Vistana, Rancho Menchaca, Los Arroyitos, Palmas de San José, El Arcángel (La Guayina), Oasis, Generación 2000, Nuevo Menchaca, Colinas de Menchaca 2a Sección, Lomas de San José, Fray Junípero Serra, La Ladera, Los Huertos, Jardines de San José 1a. y 2a. Sección, Ignacio Pérez, Villas de San José, Lomas de Menchaca, Rinconada las Joyas, Antorchista, Jardines de San José 3a. Sección, Pedregal de San José, Epigmenio González (El Oasis), La Tinaja, Valles de San José, Jardines de San José, Privalia Ambienta, Ejido Menchaca (Los Pinos), Las Fuentes, Menchaca I, Cuauhtémoc, Victoria Popular, Rancho Menchaca (Ex-Hacienda Menchaca), Menchaca II, Menchaca III, San José el Alto, Colinas de Menchaca, Constituyentes, Buenos Aires, Cinco Halcones, Independencia, Diana Laura Rojas, Nueva Creación, Real de España, Santa Fe, San Felipe, Libertadores de América, Renacimiento, Ignacio Zaragoza, Mujeres Independientes"
UMF 9 El Marqués,20.6299708626145,-100.373440437377,Hospital,Public,"20.6299708626145,-100.373440437377","Diana Laura, Delegación Epigmenio González, Querétaro, Municipio de Querétaro, Querétaro, 76149, México",76149,Queretaro,2201400014927,"Misión de Concá, Misión San Jerónimo"
UMBA,20.6236916307098,-100.367710121578,Medical Lab,Public,"20.6236916307098,-100.367710121578","Universidad Autónoma de Querétaro Campus Aeropuerto, Camino a el Pozo, Perta del Cielo, Hércules, Delegación Cayetano Rubio, La Purísima, Municipio de Querétaro, Querétaro, 76149, México",76149,Queretaro,2201400014927,"Misión de Concá, Misión San Jerónimo"
Clínica #10 IMSS,20.6028011990478,-100.404529914776,Hospital,Public,"20.6028011990478,-100.404529914776","San Roque, Los Eucaliptos, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76157, México",76157,Queretaro,2201400010248,Santa Catarina
Clinica Dental España,20.6046728709789,-100.39962904176500,Dentist's Office,Private,"20.6046728709789,-100.39962904176501","13, Avenida Felipe Ángeles, San Roque, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76150, México",76150,Queretaro,2201400010248,"Felipe Ángeles, Sauces, Las Palomas, Asalias, El Fenix, San Roque, Géminis, Tecnológico 2000, Los Vitrales, Villas Tecnológico, San Pablo Tecnológico, Parque Industrial la Montaña, Los Fresnos, San Roque, La Popular, Molinos de la Era, Los Molinos, Bugambilias, Los Alcanfores, La Piedad, La Era, La Florida, La Estación F.F.C.C., Constituyentes FOVISSSTE, Rinconada los Pirules, Rinconada San José"
Consultorio Tec,20.613632,-100.405446,Doctor's Office,Private,"20.613632,-100.405446","Centro de Formación Integral (Edificio IX), Calle Epigmenio González, Villas Los Naranjos, Delegación Centro Histórico, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76158, México",76158,Queretaro,2201400011227,"Victoria, Real del Parque, Los Faroles, Prados del Tecnológico, Departamental Parques, España, Conjunto Parques, Tecnológico, El Porvenir, Las Peñitas, Las Peñas"
Humanitá,20.5703023873204,-100.40842243435300,Medical Center,Private,"20.5703023873204,-100.40842243435301","Boulevard Hacienda Del Jacal, Lomas de Querétaro, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76180, México",76180,Queretaro,2201400010553,"El Jacal, Jardines de la Hacienda, La Granja, Las Plazas, Orquídeas, Magisterial, La Joya, Anáhuac"
Dental Rendón,20.5703994476022,-100.40837306170600,Dentist's Office,Private,"20.5703994476022,-100.40837306170602","Boulevard Hacienda Del Jacal, Lomas de Querétaro, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76180, México",76180,Queretaro,2201400010553,"El Jacal, Jardines de la Hacienda, La Granja, Las Plazas, Orquídeas, Magisterial, La Joya, Anáhuac"
Crimal IAP,20.5684787345287,-100.41366157365100,Hospital,Private,"20.5684787345287,-100.41366157365101","Calle Hacienda Santa Fe, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76180, México",76180,Queretaro,2201400010619,"El Jacal, Jardines de la Hacienda, La Granja, Las Plazas, Orquídeas, Magisterial, La Joya, Anáhuac"
Instituto de Rehabilitación de Querétaro,20.567826340805900,-100.41372192152300,Medical Center,Private,"20.567826340805897,-100.41372192152299","712, Boulevard Hacienda El Jacal, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76180, México",76180,Queretaro,2201400010619,"El Jacal, Jardines de la Hacienda, La Granja, Las Plazas, Orquídeas, Magisterial, La Joya, Anáhuac"
Farmacia Curate,20.5689325678625,-100.41486853870900,Doctor's Office,Private,"20.5689325678625,-100.41486853870899","Curate, Calle Hacienda Chintepec, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76180, México",76180,Queretaro,2201400010619,"El Jacal, Jardines de la Hacienda, La Granja, Las Plazas, Orquídeas, Magisterial, La Joya, Anáhuac"
ALFADENT,20.5691281600275,-100.411787610307,Dentist's Office,Private,"20.5691281600275,-100.411787610307","406, Calle Hacienda Escolásticas, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76180, México",76180,Queretaro,2201400010619,"El Jacal, Jardines de la Hacienda, La Granja, Las Plazas, Orquídeas, Magisterial, La Joya, Anáhuac"
Odontologia Creativa,20.5762703536594,-100.41052353970800,Dentist's Office,Private,"20.5762703536594,-100.41052353970801","Calle Hacienda Del Vegil, Lomas de Querétaro, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76170, México",76170,Queretaro,2201400010553,"Eucaliptos III, La Capilla, Colibrí, La Reja, Eucaliptos I, Eucaliptos II"
Ópticas Devlyn,20.575760990747400,-100.40913559781100,Doctor's Office,Private,"20.575760990747398,-100.40913559781099","Sam's Club Plaza de Toros, Calle Hacienda La Muralla, Lomas de Querétaro, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76170, México",76170,Queretaro,2201400010553,"Eucaliptos III, La Capilla, Colibrí, La Reja, Eucaliptos I, Eucaliptos II"
Hospital San José,20.564544394665600,-100.41266117407300,Hospital,Private,"20.564544394665603,-100.41266117407301","Avenida Paseo Constituyentes, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76185, México",76185,Queretaro,2201400012403,"Mansiones del Valle, Hacienda San Miguel, Claustros del Campestre"
Servicios Medicos y Odontologicos,20.5658766163363,-100.419899561555,Medical Center,Private,"20.5658766163363,-100.419899561555","Boulevard Dolores del Río, Hacienda San Miguel, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76185, México",76185,Queretaro,2201400011551,"Mansiones del Valle, Hacienda San Miguel, Claustros del Campestre"
Clinica Medica Del Valle,20.565354286149000,-100.41210275138200,Medical Center,Private,"20.565354286149002,-100.41210275138201","Avenida Paseo Constituyentes, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76185, México",76185,Queretaro,2201400010619,"Mansiones del Valle, Hacienda San Miguel, Claustros del Campestre"
NutriLife,20.564934,-100.414569,Doctor's Office,Private,"20.564934,-100.414569","2143, Prolongación Zaragoza, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76185, México",76185,Queretaro,2201400012403,"Mansiones del Valle, Hacienda San Miguel, Claustros del Campestre"
Natalis Centro de Medicina Fetal Queretaro,20.5657006484501,-100.41200476596900,Doctor's Office,Private,"20.5657006484501,-100.41200476596902","Avenida Paseo Constituyentes, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76185, México",76185,Queretaro,2201400010619,"Mansiones del Valle, Hacienda San Miguel, Claustros del Campestre"
salud integral control de peso,20.563901520198400,-100.41630716643,Doctor's Office,Private,"20.563901520198396,-100.41630716643","Calle Hacienda de San Ildefonso, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76185, México",76185,Queretaro,2201400012403,"Mansiones del Valle, Hacienda San Miguel, Claustros del Campestre"
Genedica,20.5656026101259,-100.411946953976,Medical Lab,Private,"20.5656026101259,-100.411946953976","Avenida Paseo Constituyentes, Mansiones del Valle, Delegación Josefa Vergara y Hernández, Municipio de Querétaro, Querétaro, 76185, México",76185,Queretaro,2201400010619,"Mansiones del Valle, Hacienda San Miguel, Claustros del Campestre"
Clinica Medica Jauregui,20.745193815193700,-100.44746965524900,Medical Center,Private,"20.745193815193698,-100.44746965524901","58, Calle Independencia, Los Ángeles, Ampliación Piano, Delegaciön Santa Rosa Jáuregui, Santa Rosa Jauregui, Municipio de Querétaro, Querétaro, México",76220,Queretaro,2201401082494,"Emiliano Zapata, Las Lajitas, El Pedregal, Los Ángeles, La Cruz, Arboledas, La Loma, Las Flores, Benito Juárez, Parque Industrial Polígono Empresarial, Corregidora, Colinas de Santa Rosa, Lindavista, Santa Lucia, San Francisco, Los Arquitos, Valle Dorado, Lomas del Pedregal, Las Rosas, Continental, Santa Rosa de Jauregui, San Miguelito, Puerto de Aguirre, Montenegro, Francisco Villa"
Servicios De Extension Universitaria En Salud UAQ,20.746649890580600,-100.45316249320900,Medical Center,Public,"20.746649890580603,-100.45316249320899","Continental, Ampliación Piano, Delegaciön Santa Rosa Jáuregui, Santa Rosa Jauregui, Municipio de Querétaro, Querétaro, México",76220,Queretaro,2201401083327,"Emiliano Zapata, Las Lajitas, El Pedregal, Los Ángeles, La Cruz, Arboledas, La Loma, Las Flores, Benito Juárez, Parque Industrial Polígono Empresarial, Corregidora, Colinas de Santa Rosa, Lindavista, Santa Lucia, San Francisco, Los Arquitos, Valle Dorado, Lomas del Pedregal, Las Rosas, Continental, Santa Rosa de Jauregui, San Miguelito, Puerto de Aguirre, Montenegro, Francisco Villa"
hospital santarosa de ruth,20.749794,-100.442746,Hospital,Public,"20.749794,-100.442746","Clavel, Rosas, Ampliación Piano, Delegaciön Santa Rosa Jáuregui, Santa Rosa Jauregui, Municipio de Querétaro, Querétaro, México",76220,Queretaro,2201401082494,"Emiliano Zapata, Las Lajitas, El Pedregal, Los Ángeles, La Cruz, Arboledas, La Loma, Las Flores, Benito Juárez, Parque Industrial Polígono Empresarial, Corregidora, Colinas de Santa Rosa, Lindavista, Santa Lucia, San Francisco, Los Arquitos, Valle Dorado, Lomas del Pedregal, Las Rosas, Continental, Santa Rosa de Jauregui, San Miguelito, Puerto de Aguirre, Montenegro, Francisco Villa"
"Hospital de Especialidades en Salud Mental ""Juan Pablo Segundo""",20.749873526822400,-100.442740917206,Hospital,Private,"20.749873526822398,-100.442740917206","Clavel, Rosas, Ampliación Piano, Delegaciön Santa Rosa Jáuregui, Santa Rosa Jauregui, Municipio de Querétaro, Querétaro, México",76220,Queretaro,2201401082494,"Emiliano Zapata, Las Lajitas, El Pedregal, Los Ángeles, La Cruz, Arboledas, La Loma, Las Flores, Benito Juárez, Parque Industrial Polígono Empresarial, Corregidora, Colinas de Santa Rosa, Lindavista, Santa Lucia, San Francisco, Los Arquitos, Valle Dorado, Lomas del Pedregal, Las Rosas, Continental, Santa Rosa de Jauregui, San Miguelito, Puerto de Aguirre, Montenegro, Francisco Villa"
