AGEB KEY,POPULATION,Population from zero to 14 years,Population aged 18 to 24 that attends school,Population of 18 years and over with post-basic education,Economically active population,Population entitled to health services,IMSS entitled population,ISSSTE entitled population,Population entitled by Seguro Popular,Married or united population of 12 years and over,Population in census households,Total homes,Inhabited private homes that have internet,Inhabited private homes that have a cell phone,Inhabited private homes that have a computer,Inhabited private homes that have a car or truck,Inhabited private homes that have a washing machine,Inhabited private homes that have a refrigerator,Inhabited private homes that have a television,"Inhabited private homes that have electricity, piped water from the public network and drainage",Inhabited private homes that have electric light,Private dwellings inhabited with a floor made of different material than earth,Occupants in inhabited private homes
2200141388013,84,26,4,19,39,52,43,*,8,32,84,27,7,17,9,13,17,22,23,23,23,21,84
2200141388014,123,31,6,30,56,98,57,3,40,60,123,32,6,29,8,14,21,23,29,28,29,29,123
2200141388015,43,5,3,6,25,32,21,0,10,16,43,13,*,8,3,6,9,10,11,11,11,11,43
2200141388016,92,22,6,27,37,58,35,7,17,32,92,23,8,14,8,12,14,19,18,19,19,18,92
2200141388017,137,47,*,12,53,85,53,4,23,58,137,26,*,20,11,11,17,21,24,24,26,23,137
2200141388018,110,23,4,20,58,84,70,5,9,43,110,33,8,20,9,13,23,27,27,27,27,26,110
2200141388019,86,25,0,18,44,69,47,0,18,27,86,21,3,16,4,5,14,15,17,16,17,17,86
2200141388020,8,3,0,0,3,3,3,0,0,4,8,3,0,*,0,0,0,0,3,3,3,3,8
2200141388021,16,5,0,6,7,13,9,0,4,4,16,4,*,*,*,*,*,3,3,3,3,3,16
2200141388023,27,8,0,3,12,22,14,0,4,16,27,9,*,9,*,5,4,9,9,9,9,7,27
2200141388025,22,6,0,5,10,14,14,0,0,4,22,5,*,3,*,*,3,3,4,3,3,4,22
2200141388026,41,12,*,7,20,25,23,*,0,11,41,12,0,8,0,6,4,10,10,10,10,10,41
2200141388027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2200141388028,2,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200141388029,22,8,0,3,11,15,8,0,7,6,22,12,0,*,0,*,*,3,4,4,4,4,22
2200141392000,3533,1045,93,411,1530,2308,1407,29,846,1431,3527,862,79,549,134,281,490,603,717,717,731,673,3527
2200141392001,82,22,*,4,38,57,32,0,25,35,82,19,*,11,*,9,7,12,16,15,15,15,82
2200141392002,95,24,3,14,49,45,26,0,17,39,95,15,*,11,4,9,11,12,15,15,15,14,95
2200141392003,76,24,6,13,28,48,29,0,19,33,76,16,*,14,5,8,13,13,15,16,16,15,76
2200141392004,71,13,*,9,32,41,26,0,14,32,71,16,*,11,*,6,12,12,16,15,16,16,71
2200141392005,81,17,*,3,35,62,38,0,24,30,81,24,*,13,*,*,8,12,17,16,18,13,81
2200141392006,121,35,*,7,50,79,55,0,24,55,121,41,0,21,*,7,13,22,32,32,32,29,121
2200141392007,250,80,7,36,106,180,110,0,70,105,250,57,5,31,9,24,34,43,55,55,55,46,250
2200141392008,56,17,0,*,26,37,33,0,4,22,56,14,*,12,*,4,11,10,12,13,13,13,56
2200141392009,106,37,*,11,43,99,77,*,21,44,106,26,*,14,6,8,18,24,22,23,24,24,106
2200141392011,103,26,*,16,45,79,45,0,34,47,103,30,3,23,5,7,15,20,30,23,26,23,103
2200141392012,121,42,3,16,49,89,66,4,16,48,121,38,7,27,7,12,21,26,29,30,30,27,121
2200141392013,102,31,4,7,38,66,36,0,29,44,102,21,3,10,4,9,16,16,20,16,19,17,102
2200141392014,83,33,3,11,27,54,35,0,19,26,83,13,*,12,*,5,10,10,11,12,12,11,83
2200141392015,68,27,*,9,28,46,31,0,15,26,68,12,*,10,*,5,9,11,11,11,11,11,68
2200141392016,92,26,*,19,42,67,48,*,18,38,92,19,3,17,4,9,12,15,16,18,18,17,92
2200141392017,115,37,6,10,42,50,33,*,15,39,115,30,3,13,6,4,16,17,19,20,21,17,115
2200141392018,136,32,6,25,64,100,64,0,27,50,136,34,3,18,5,8,21,22,32,32,32,29,136
2200141392019,70,21,4,10,30,31,14,0,18,27,70,15,0,12,*,7,7,8,11,9,9,11,70
2200141392020,74,20,*,5,37,38,19,0,19,30,74,18,*,11,3,8,13,14,16,18,18,17,74
2200141392021,92,25,*,8,41,50,30,*,18,36,92,20,*,15,3,9,13,14,17,17,17,14,92
2200141392022,124,26,*,14,67,82,63,*,17,51,121,30,*,20,3,8,20,23,24,26,26,24,121
2200141392023,128,35,3,16,59,71,55,*,14,44,128,35,3,18,7,10,14,21,25,29,29,25,128
2200141392024,119,29,5,20,49,62,32,4,26,48,119,30,6,18,8,15,19,25,27,30,30,30,119
2200141392025,163,50,5,12,70,117,51,*,65,74,163,35,6,21,7,12,20,26,27,27,27,26,163
2200141392026,34,7,0,6,16,28,19,0,5,15,34,14,*,7,*,3,6,9,9,9,9,9,34
2200141392027,129,44,*,14,52,65,46,0,19,43,129,30,*,17,5,7,14,17,21,21,21,20,129
2200141392028,105,23,3,10,54,64,49,0,9,52,105,30,*,18,3,6,14,21,22,22,22,21,105
2200141392029,44,10,3,8,21,28,8,3,17,20,44,17,0,11,3,6,8,11,11,11,11,11,44
2200141392033,57,23,*,7,23,37,11,*,25,23,57,17,0,13,0,3,10,12,14,14,14,13,57
2200141392034,142,41,5,15,64,99,51,4,45,47,142,39,3,30,6,14,18,28,34,32,33,34,142
2200141392035,138,50,*,12,49,102,64,0,38,66,135,29,*,18,3,11,18,19,24,25,25,19,135
2200141392036,87,30,*,8,37,56,29,0,26,33,87,21,3,12,3,8,15,16,18,17,18,16,87
2200141392037,118,38,3,15,52,79,39,0,39,47,118,27,3,20,5,8,17,20,23,23,23,21,118
2200141392039,48,18,3,10,21,39,17,*,22,17,48,7,*,5,*,5,5,7,7,7,7,7,48
2200141392040,58,18,0,5,29,24,13,0,11,27,58,13,0,7,*,4,6,9,10,10,10,9,58
2200141392041,45,14,0,4,17,37,13,*,22,18,45,10,3,8,3,*,6,6,9,8,9,9,45
2200141405000,5453,1439,240,2103,2608,4010,3266,191,438,2289,5408,1897,608,1283,842,982,1212,1431,1482,1492,1504,1467,5408
2200141405001,94,28,3,12,38,56,46,0,10,31,94,23,*,12,5,7,14,18,19,19,19,19,94
2200141405002,84,27,*,19,39,65,40,0,20,33,84,26,4,12,5,11,12,17,19,19,19,17,84
2200141405003,75,26,4,27,32,70,56,4,9,37,75,33,6,20,11,14,19,21,20,21,21,21,75
2200141405004,93,26,4,24,38,70,56,10,4,42,93,29,*,16,6,9,19,21,25,24,25,25,93
2200141405006,24,9,*,4,10,18,18,0,0,10,24,9,0,*,*,*,*,3,4,5,5,5,24
2200141405007,48,9,4,14,19,41,30,4,5,28,48,12,4,7,5,7,8,10,10,10,10,9,48
2200141405009,106,26,4,42,53,73,63,0,5,45,106,37,13,32,23,26,30,31,33,34,34,33,106
2200141405011,89,26,3,24,32,69,59,0,11,29,83,22,5,12,7,7,15,17,18,18,18,18,83
2200141405012,203,49,7,51,96,151,121,8,13,89,203,45,13,31,16,21,36,39,40,42,42,42,203
2200141405013,25,5,*,4,10,23,17,0,6,10,25,4,0,*,*,3,3,4,4,4,4,3,25
2200141405014,78,22,3,19,34,59,42,*,16,36,78,29,4,17,6,10,12,18,21,21,21,21,78
2200141405015,117,37,4,24,44,84,66,0,18,48,114,43,3,17,9,7,14,23,26,26,26,24,114
2200141405016,46,11,*,11,23,28,23,0,5,22,46,13,3,8,4,7,8,10,12,12,12,12,46
2200141405017,23,5,0,7,9,6,4,0,*,10,23,6,*,4,*,*,4,4,6,6,6,5,23
2200141405018,56,10,*,21,22,36,35,*,0,24,56,18,3,14,5,5,9,13,14,14,14,14,56
2200141405021,79,33,*,17,31,61,35,*,25,31,79,25,4,20,7,11,13,19,20,20,22,19,79
2200141405022,22,4,*,6,9,15,11,0,4,12,22,12,3,4,4,4,5,5,5,4,5,5,22
2200141405023,67,10,4,16,34,52,44,*,7,30,67,18,*,11,4,8,13,15,16,16,16,16,67
2200141405024,40,7,*,9,18,32,26,*,4,16,40,15,*,9,4,4,8,10,10,10,10,10,40
2200141405025,40,11,5,14,20,13,10,3,0,12,40,9,3,7,6,5,7,8,8,8,8,8,40
2200141405026,32,9,*,11,10,30,24,0,6,15,32,11,*,7,5,4,6,7,8,8,8,8,32
2200141405027,111,17,6,27,56,74,66,6,3,49,108,32,8,18,12,16,22,23,26,27,27,26,108
2200141405028,11,3,0,0,3,5,0,0,5,4,8,4,0,*,0,0,*,*,*,*,*,*,8
2200141405029,56,18,*,9,18,45,18,*,24,24,56,17,*,7,3,7,10,11,12,11,12,12,56
2200141405030,156,44,5,39,80,101,66,*,30,71,156,40,5,24,9,15,23,31,33,33,33,29,156
2200141405031,249,28,20,197,171,188,149,12,*,100,246,203,86,119,108,113,94,122,121,125,125,121,246
2200141405032,100,26,6,30,41,46,39,*,5,37,100,24,*,18,4,9,17,23,23,24,24,24,100
2200141405033,107,32,*,11,46,67,37,3,24,45,107,27,3,19,3,10,12,21,23,23,23,23,107
2200141405034,118,32,4,28,47,74,55,*,16,57,118,21,6,17,10,12,15,20,21,21,21,20,118
2200141405035,45,12,*,5,20,39,25,0,14,23,45,18,*,6,*,8,10,11,12,12,12,12,45
2200141405036,79,21,*,13,39,54,33,*,19,35,79,23,*,14,5,9,12,16,16,18,18,16,79
2200141405037,91,22,3,23,41,61,46,*,9,35,91,25,6,19,7,7,15,20,23,23,23,22,91
2200141405038,56,16,4,17,27,39,21,6,12,24,56,13,5,8,6,6,8,9,10,10,10,9,56
2200141405039,33,4,*,15,16,28,21,0,7,10,33,9,*,7,3,4,4,7,7,7,7,7,33
2200141405040,59,20,*,11,23,44,38,*,4,23,59,19,*,11,4,7,11,15,15,15,15,15,59
2200141405041,77,21,*,11,33,50,41,*,8,35,77,22,3,11,4,9,15,16,18,18,18,18,77
2200141405042,57,15,0,18,29,43,31,*,8,18,57,15,*,10,7,9,10,12,12,12,12,12,57
2200141405043,47,8,3,15,22,34,24,5,5,24,47,14,3,10,5,8,10,11,11,11,11,11,47
2200141405044,115,31,5,58,57,95,90,*,4,48,115,42,20,29,22,26,29,34,36,36,37,35,115
2200141405045,74,24,4,35,32,62,50,4,3,39,74,25,14,20,17,17,20,22,22,21,22,22,74
2200141405046,61,17,4,27,30,44,40,0,4,27,61,19,8,15,11,13,13,16,17,17,17,17,61
2200141405047,27,6,*,10,11,16,12,3,0,10,27,10,3,6,4,4,8,9,9,9,9,9,27
2200141405050,116,39,*,47,56,97,88,7,*,40,116,46,14,30,19,25,30,31,33,33,33,33,116
2200141405051,76,14,6,46,41,59,51,*,0,39,76,25,15,20,17,18,19,22,22,22,22,22,76
2200141405053,124,32,10,67,65,96,81,4,4,53,124,35,19,32,23,27,30,32,33,33,33,33,124
2200141405054,146,51,5,60,73,114,102,0,12,61,143,48,17,35,24,21,35,37,37,39,39,39,143
2200141405055,175,53,8,63,81,143,134,*,8,62,169,48,20,40,24,24,33,43,44,44,44,44,169
2200141405056,92,31,3,45,43,77,72,4,3,44,92,34,9,20,14,14,23,26,26,26,26,25,92
2200141405057,99,26,4,48,49,77,70,6,0,39,99,38,10,24,20,21,26,29,29,29,29,29,99
2200141405058,86,25,6,46,42,64,52,8,4,30,86,35,9,25,13,18,25,29,29,28,29,28,86
2200141405059,83,26,*,34,41,55,54,0,0,37,83,29,8,22,12,19,22,24,24,24,24,20,83
2200141405060,95,23,9,54,46,65,59,*,4,44,95,29,18,23,20,20,25,26,26,26,26,24,95
2200141405061,83,30,4,36,37,73,62,7,6,30,80,27,13,22,18,18,22,23,23,20,23,22,80
2200141405062,84,26,0,31,37,64,53,6,*,29,75,28,10,23,18,18,19,23,23,23,23,22,75
2200141405063,128,28,12,69,59,90,76,3,5,48,122,42,17,34,21,25,31,34,34,35,35,35,122
2200141405064,53,10,4,24,29,43,40,4,*,18,53,19,7,15,11,6,14,14,15,16,16,16,53
2200141405065,33,8,3,14,19,27,23,0,3,17,33,16,5,11,7,6,9,10,11,11,11,11,33
2200141405066,164,50,7,62,76,111,100,4,7,60,164,49,15,41,21,22,38,42,41,42,42,42,164
2200141405067,81,20,3,37,41,61,61,0,0,40,81,29,11,23,15,19,21,25,25,25,25,25,81
2200141405068,104,34,3,52,47,72,61,8,0,43,104,32,15,27,23,25,26,30,31,31,31,31,104
2200141405069,70,11,*,43,42,52,51,*,0,33,70,26,17,24,18,20,24,25,25,25,25,25,70
2200141405070,114,31,3,54,50,93,86,5,0,51,114,37,19,28,23,28,30,32,32,31,32,32,114
2200141405071,84,22,3,56,53,57,45,4,0,34,84,42,26,35,30,32,30,33,35,35,35,35,84
2200141405072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141405073,130,31,4,91,77,110,84,21,0,56,130,74,37,50,44,47,43,50,50,50,50,50,130
2200141405074,15,3,*,11,9,12,11,0,0,6,15,12,4,7,5,6,5,7,7,7,7,7,15
2200141405075,14,*,*,12,10,12,7,*,0,10,14,12,4,6,6,6,6,6,5,6,6,6,14
2200141405076,12,3,0,8,6,8,5,0,*,6,12,12,5,4,5,5,3,5,5,5,5,5,12
2200141405077,22,3,*,18,16,17,10,*,0,11,22,12,7,10,10,10,7,10,10,10,10,10,22
2200141439000,3287,579,167,1426,1542,2495,2110,186,134,1262,3241,942,409,646,475,486,762,842,855,860,862,842,3241
2200141439001,91,17,0,22,45,76,63,6,*,37,91,28,8,11,8,4,22,26,27,27,27,26,91
2200141439002,101,15,4,43,49,84,82,3,0,42,98,31,11,18,12,11,27,28,28,28,28,28,98
2200141439003,108,26,*,35,45,88,74,5,9,41,108,26,10,18,12,15,22,25,25,25,25,25,108
2200141439004,73,10,*,28,37,62,49,10,0,23,73,23,7,12,8,11,17,21,21,21,21,21,73
2200141439005,242,35,22,147,108,183,145,0,12,93,226,75,47,59,49,53,61,62,61,62,62,60,226
2200141439006,91,14,7,47,40,64,50,9,*,36,91,29,13,17,14,15,23,27,27,27,27,27,91
2200141439007,119,18,5,43,51,86,78,6,*,46,113,30,9,21,16,15,25,25,26,26,26,25,113
2200141439008,82,17,*,14,37,64,55,0,8,34,82,20,6,13,7,8,17,19,20,20,20,20,82
2200141439009,106,21,*,37,43,87,78,5,5,53,106,25,6,16,9,12,20,24,24,24,24,24,106
2200141439010,79,5,5,37,45,57,51,5,0,34,79,24,10,17,13,15,20,22,22,22,22,22,79
2200141439011,80,17,*,30,43,62,57,*,0,35,80,22,10,18,12,12,20,22,22,22,22,22,80
2200141439012,249,46,14,118,121,184,156,13,15,92,249,74,40,46,41,38,57,62,64,64,64,57,249
2200141439014,73,14,3,43,39,54,42,3,*,29,73,27,7,12,9,9,19,21,22,22,22,22,73
2200141439015,72,11,9,42,38,52,47,6,0,23,69,24,8,20,11,14,20,21,20,21,21,20,69
2200141439016,60,8,*,29,29,42,33,3,4,19,57,18,8,13,9,9,16,17,17,17,17,17,57
2200141439017,57,8,0,24,34,45,38,4,*,10,57,16,8,16,10,14,14,16,16,16,16,16,57
2200141439018,79,3,3,36,33,67,60,7,*,35,79,26,6,19,13,11,19,24,24,26,26,26,79
2200141439019,160,30,4,45,61,128,104,18,8,69,157,43,14,27,16,18,33,41,41,42,42,42,157
2200141439020,88,11,7,38,41,66,44,17,6,35,88,22,11,12,12,8,19,21,21,21,21,20,88
2200141439021,77,15,3,30,40,58,45,10,3,36,77,19,7,16,11,13,16,17,19,19,19,19,77
2200141439022,78,15,*,31,32,60,48,0,6,34,78,21,8,14,10,9,20,20,20,20,20,20,78
2200141439023,82,21,*,26,37,68,60,3,5,35,82,21,6,14,5,10,19,19,20,20,20,20,82
2200141439024,113,21,5,39,57,82,77,6,*,40,110,29,12,22,12,15,25,28,28,28,28,28,110
2200141439026,57,15,3,17,26,43,35,*,6,22,57,16,6,12,6,5,15,15,16,16,16,16,57
2200141439027,55,11,5,19,28,42,36,6,0,15,55,16,4,12,9,9,10,14,15,15,15,15,55
2200141439028,55,8,7,34,26,33,23,4,3,13,55,16,8,11,9,11,14,14,14,14,14,11,55
2200141439029,63,9,5,37,34,52,49,*,*,24,63,16,14,15,15,15,15,16,16,16,16,14,63
2200141439030,70,16,7,41,35,48,42,*,4,29,70,21,15,17,15,15,16,16,18,18,18,18,70
2200141439031,85,19,3,32,45,61,51,4,6,27,85,23,5,16,11,6,17,21,21,23,23,23,85
2200141439032,63,9,3,39,33,40,37,0,*,28,63,18,11,12,12,11,14,16,16,16,16,16,63
2200141439033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141439044,91,15,*,40,35,68,59,8,*,36,88,30,18,21,16,17,25,26,27,26,27,26,88
2200141439048,113,29,6,32,54,82,67,6,5,36,113,32,12,26,15,9,25,28,28,28,28,28,113
2200141439049,21,3,4,9,5,8,8,0,0,6,21,12,3,6,3,*,*,7,8,8,8,9,21
2200141439050,161,32,12,78,66,118,104,5,9,59,155,42,19,21,20,22,32,35,35,34,35,34,155
2200141439051,40,5,*,30,24,37,30,4,3,18,40,12,11,11,11,10,11,11,11,11,11,10,40
2200141439052,53,10,5,34,26,44,33,3,3,18,53,15,11,15,14,15,15,15,15,15,15,15,53
2200141443000,1985,243,180,1298,1060,1414,1070,247,67,802,1973,708,391,535,447,479,542,585,585,595,595,589,1973
2200141443001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141443002,115,11,7,75,57,82,65,13,0,46,112,42,29,36,35,31,33,35,36,36,36,36,112
2200141443003,128,12,9,93,84,99,70,20,*,44,128,40,27,32,27,28,32,35,35,36,36,36,128
2200141443004,127,14,11,83,79,91,76,13,*,59,127,40,23,35,28,33,32,35,35,35,35,34,127
2200141443005,6,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200141443006,68,8,4,38,25,42,41,0,*,31,68,28,10,19,13,16,20,23,22,23,23,23,68
2200141443007,52,7,6,29,23,36,27,7,*,21,52,22,11,14,12,12,14,15,15,16,16,15,52
2200141443008,45,*,6,34,25,29,18,11,0,15,42,20,9,11,10,11,10,12,13,13,13,13,42
2200141443009,67,4,5,43,38,48,38,10,0,29,67,29,18,21,18,20,23,23,22,23,23,23,67
2200141443010,102,11,12,71,54,70,60,3,6,46,102,35,23,29,24,26,31,31,31,31,31,30,102
2200141443011,128,14,17,92,73,98,80,12,3,48,128,41,29,29,29,31,32,33,33,34,34,34,128
2200141443012,54,12,4,31,23,50,43,4,0,25,54,22,9,13,12,14,16,16,16,16,16,15,54
2200141443013,73,10,4,40,40,59,49,7,3,40,73,23,13,18,16,16,17,19,20,20,20,19,73
2200141443015,63,4,4,44,38,55,37,13,5,18,63,26,10,19,13,15,20,23,23,23,23,23,63
2200141443016,123,26,10,79,65,94,68,12,14,41,123,37,20,32,26,25,33,33,33,33,33,33,123
2200141443018,22,3,*,16,14,11,8,3,0,8,22,11,6,6,6,6,5,6,6,6,6,6,22
2200141443019,43,4,6,24,21,19,15,4,0,20,43,14,10,11,11,11,9,11,11,11,11,11,43
2200141443020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141443021,49,3,6,33,25,29,17,9,3,29,49,16,6,13,10,14,13,14,14,14,14,14,49
2200141443022,100,14,10,60,53,76,40,17,9,43,97,36,21,30,23,25,27,31,31,31,31,31,97
2200141443023,68,11,4,50,36,54,37,15,*,29,68,22,12,18,15,17,20,20,20,20,20,19,68
2200141443024,73,11,*,42,39,46,35,12,0,28,73,32,12,23,15,20,26,28,27,29,29,29,73
2200141443025,3,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200141443026,55,9,6,39,30,41,34,6,*,17,55,19,15,18,14,14,16,18,18,18,18,18,55
2200141443027,38,*,3,24,21,24,11,7,4,14,38,14,8,10,9,11,11,11,11,12,12,12,38
2200141443028,129,25,9,80,52,76,51,23,*,42,129,43,19,30,24,23,33,37,37,37,37,37,129
2200141443029,41,*,4,27,29,26,23,0,3,22,38,15,7,10,8,9,11,12,12,12,12,12,38
2200141443030,45,3,10,36,30,30,22,7,0,16,45,11,9,9,10,9,10,10,10,10,10,10,45
2200141443031,15,0,*,11,14,9,9,*,0,8,15,10,4,5,4,4,4,7,7,7,7,7,15
2200141443032,40,3,6,29,21,22,18,0,3,15,40,15,8,10,9,10,11,11,11,13,13,13,40
2200141443033,26,6,4,15,10,25,17,8,0,11,26,7,6,7,6,5,6,7,7,7,7,7,26
2200141443035,87,13,7,53,37,66,54,10,*,35,87,36,16,25,18,21,25,27,27,27,27,27,87
2200141443036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141443037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141458000,2341,401,205,1444,1110,1603,1245,255,28,973,2317,804,491,621,545,575,627,668,672,670,677,675,2317
2200141458001,557,81,48,327,275,358,249,56,17,232,554,194,116,143,125,129,148,158,160,161,161,160,554
2200141458003,86,15,10,55,48,47,41,5,0,33,86,27,17,22,20,16,21,23,23,23,23,23,86
2200141458004,69,15,4,45,39,47,35,5,*,24,69,22,16,19,16,18,17,19,19,19,19,19,69
2200141458005,57,10,6,37,33,39,27,12,0,25,57,23,10,16,15,16,17,18,18,18,18,18,57
2200141458006,55,12,6,34,22,39,32,9,0,24,55,16,12,14,13,14,15,15,16,16,16,16,55
2200141458007,56,8,7,42,23,34,25,6,0,26,56,20,18,18,18,18,18,19,19,17,19,19,56
2200141458008,68,8,15,51,31,53,51,*,0,22,68,20,16,19,16,18,19,20,20,19,20,19,68
2200141458009,48,7,7,33,16,27,26,*,0,20,45,14,8,9,10,10,12,12,12,12,12,12,45
2200141458010,36,7,*,20,13,32,27,5,0,18,36,12,7,10,9,7,9,10,10,10,10,10,36
2200141458011,37,10,*,25,17,21,14,6,0,19,37,11,10,9,10,8,10,10,10,10,10,10,37
2200141458012,37,9,0,16,12,32,30,5,0,14,34,14,8,11,8,8,9,11,11,10,11,11,34
2200141458013,29,6,3,14,8,18,15,*,0,13,29,9,6,7,7,6,7,6,7,7,7,7,29
2200141458014,29,5,3,21,16,20,11,7,*,13,29,9,3,6,4,6,5,7,7,7,7,7,29
2200141458015,19,4,*,14,9,8,7,0,0,4,19,8,5,6,5,6,7,7,7,7,7,7,19
2200141458016,40,3,5,27,17,30,24,6,0,19,40,16,9,12,10,10,13,13,13,13,13,13,40
2200141458017,52,6,7,30,24,39,34,4,0,24,49,20,9,14,10,12,15,16,16,16,16,16,49
2200141458018,65,12,7,39,25,49,41,10,0,26,65,24,15,19,17,19,22,22,22,22,22,22,65
2200141458019,73,9,6,50,36,55,42,13,0,31,73,26,16,18,16,17,21,20,21,21,21,21,73
2200141458020,82,11,5,56,39,57,46,8,0,33,82,26,20,23,22,21,22,23,23,23,23,23,82
2200141458021,64,5,5,42,44,43,30,10,*,30,64,20,13,18,16,18,17,19,19,19,19,19,64
2200141458022,42,9,3,25,16,24,19,5,0,13,42,13,10,11,11,11,10,13,12,13,13,13,42
2200141458023,51,6,4,31,26,40,31,5,0,23,51,26,9,16,10,15,14,19,19,19,19,19,51
2200141458025,35,6,4,21,18,22,14,7,*,20,35,10,7,9,8,9,9,9,9,9,9,9,35
2200141458026,37,*,6,26,18,26,21,3,0,18,37,15,7,11,8,11,12,11,12,12,12,12,37
2200141458027,37,7,*,18,13,31,25,3,0,16,37,10,6,9,8,9,10,10,10,10,10,10,37
2200141458028,256,75,18,145,112,192,156,19,0,101,250,88,58,71,68,68,65,71,70,72,72,72,250
2200141458029,11,*,*,5,5,5,4,*,0,3,8,4,*,3,*,*,3,3,3,3,3,3,8
2200141458030,92,13,9,63,46,60,50,7,*,38,92,31,17,24,18,24,25,26,26,25,26,26,92
2200141458031,78,14,3,46,33,57,41,18,3,34,78,22,13,17,13,16,18,19,19,19,19,19,78
2200141458033,27,3,*,16,12,18,15,3,0,8,24,10,5,7,6,5,7,7,7,7,7,7,24
2200141458034,116,22,4,70,64,80,62,12,0,49,116,44,24,30,26,28,30,32,32,31,33,33,116
2200141458038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141458039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141481000,2657,544,187,1205,1299,2081,1502,496,105,1015,2651,876,277,642,394,422,631,704,716,720,721,709,2651
2200141481001,57,10,3,33,34,46,41,4,*,28,57,15,9,13,11,13,10,14,14,14,14,13,57
2200141481002,69,11,4,46,40,56,44,10,*,33,69,26,8,19,15,17,18,22,21,22,22,22,69
2200141481003,162,33,18,88,76,133,94,44,5,56,162,47,21,35,26,29,35,36,36,36,36,36,162
2200141481004,125,16,16,71,63,101,43,51,6,49,125,38,18,29,22,25,31,33,33,33,33,33,125
2200141481005,130,22,8,82,58,101,39,53,12,59,130,41,16,33,24,26,34,37,37,37,37,37,130
2200141481006,140,22,15,99,73,116,54,66,4,59,140,48,27,37,32,31,38,39,40,40,40,40,140
2200141481007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141481008,62,16,*,12,31,50,50,0,0,17,62,16,4,12,4,6,11,13,15,15,15,15,62
2200141481009,43,14,0,10,18,26,26,0,0,18,43,16,0,8,*,*,9,10,9,10,10,8,43
2200141481010,71,8,13,51,32,54,19,28,4,25,71,19,11,17,13,16,18,17,18,18,18,18,71
2200141481013,83,14,4,35,39,54,23,28,3,31,83,32,3,19,9,12,18,23,23,23,23,23,83
2200141481014,69,19,3,27,36,60,38,22,4,18,69,32,8,19,14,7,17,21,21,21,21,21,69
2200141481015,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2200141481016,42,9,*,9,21,36,33,0,3,10,42,16,*,13,3,5,13,13,14,14,14,14,42
2200141481017,37,10,0,11,15,31,31,0,0,12,37,9,4,9,5,*,7,9,9,9,9,9,37
2200141481018,39,8,3,16,17,28,22,0,6,19,39,12,3,9,3,5,9,9,9,9,9,9,39
2200141481019,181,35,16,94,85,143,90,45,10,62,181,54,23,42,36,35,43,47,47,47,47,47,181
2200141481020,121,19,11,81,73,92,33,58,*,46,118,40,19,34,26,28,35,37,37,37,37,37,118
2200141481021,90,19,7,49,41,66,54,12,3,35,90,34,12,21,15,19,23,26,27,27,27,27,90
2200141481022,129,24,9,72,59,96,65,27,8,58,129,47,19,30,24,28,32,33,33,33,34,34,129
2200141481023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200141481024,147,35,12,51,67,115,94,9,6,59,144,46,11,38,20,16,33,37,39,40,40,39,144
2200141481025,42,15,0,9,22,34,32,*,0,16,42,16,*,10,4,5,9,10,11,11,11,9,42
2200141481026,43,8,*,13,21,35,25,3,7,18,43,16,*,12,*,3,6,13,13,13,13,13,43
2200141481027,43,15,*,7,16,31,31,0,0,16,43,16,*,9,6,5,12,12,12,12,12,12,43
2200141481028,73,10,8,36,36,50,47,0,3,23,73,25,7,15,10,12,20,22,23,23,23,23,73
2200141481029,5,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200141481030,119,33,*,27,57,94,87,7,0,50,119,36,7,26,8,12,25,30,30,30,30,30,119
2200141481031,39,5,*,13,23,32,29,5,0,14,39,12,4,10,6,4,10,10,10,10,10,10,39
2200141481032,52,11,3,11,24,28,27,0,*,20,52,16,4,11,5,*,10,11,12,12,12,12,52
2200141481033,38,11,*,12,17,37,37,0,0,19,38,10,*,9,3,6,10,10,10,10,10,9,38
2200141481034,37,5,0,9,21,33,30,*,*,19,37,16,*,11,*,7,11,12,13,13,13,12,37
